additives_n,nutrition_grade_fr,pnns_groups_1,energy_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g
4,d,Beverages,100,0,0,6,6,0,0,0.0254,0.01
7,d,Fish Meat Eggs,444,1.4,0.6,0.9,0.9,0.4,22,2.794,1.1
9,c,Composite foods,809,8.2,5.1,19.3,2.8,2.8,9.1,1.1684,0.46
1,d,Milk and dairy products,1566,29,19.4,0,0,0,28.4,0.7112,0.28
5,e,Fish Meat Eggs,2054,43,17,1.9,1.4,0,24,4.699,1.85
5,e,Fish Meat Eggs,932,18.3,7.2,2,2,,13,2.79908,1.102
4,c,Fish Meat Eggs,455,3,1,1,1,,19,2.03,0.799212598
0,c,Beverages,193,0.4,0,10.4,9.4,,0.5,0.03,0.011811024
0,b,Milk and dairy products,267,3.5,2.1,4.1,4.1,0,3.7,0.04,0.015748031
8,c,Milk and dairy products,406,2.6,1.7,14.8,14.6,0,3.4,0.13,0.051181102
0,b,Fish Meat Eggs,644,9.6,2.4,0.8,0.7,0.2,16.1,1.016,0.4
3,d,Cereals and potatoes,1836,13.5,3.3,69,36,5.5,7,0.508,0.2
1,e,unknown,209,0,0,12,12,,0,0.03,0.011811024
4,d,Cereals and potatoes,1612,0.9,0.4,85.1,24.4,,6.5,1.5,0.590551181
3,e,Fish Meat Eggs,1179,23.5,8.5,1,1,0.5,17,3.76,1.480314961
0,d,Milk and dairy products,1472,31,21,0.1,0.1,0,19,1.524,0.6
6,e,Sugary snacks,2124,24,15,65,38,3.8,5.9,0.635,0.25
4,b,Milk and dairy products,239,0,0,13.9,12.7,0.2,0,0,0
1,a,Fruits and vegetables,395,0.7,0.2,11,1.2,6.8,7.5,0.8382,0.33
4,e,Sugary snacks,2099,24,16,65,31,1.6,5.5,0.8382,0.33
0,d,Milk and dairy products,1473,32,23,1,0.1,0,16,1.39,0.547244094
5,c,Fruits and vegetables,250,4.9,0.8,1.8,1.5,3.1,0.8,4.5212,1.78
3,d,Sugary snacks,1922,17,8,65,28,6.5,8,0.762,0.3
1,e,Sugary snacks,2086,21.5,12.1,68,32.1,2.2,6.9,0.508,0.2
,e,unknown,2196,29,18,59,51,2,6.1,0.4,0.157480315
,e,unknown,2299,36,16,48,47,5.5,6.3,0.02,0.007874016
4,d,Composite foods,993,14.5,8.5,21.1,2.8,1.4,5.1,0.9398,0.37
0,c,Fat and sauces,566,8,2,13.6,9.8,1,1.8,0.4826,0.19
5,e,Sugary snacks,1854,22.8,10,53.3,29.3,,5.1,0.33,0.12992126
2,d,Fruits and vegetables,810,18.2,3.4,5.1,0.03,3.3,1.4,3.5814,1.41
0,a,Fruits and vegetables,296,0.2,0,16,12.8,2.1,1,0,0
1,b,Fruits and vegetables,158,0.1,0,6.5,5.3,,1.6,1.0922,0.43
,c,Cereals and potatoes,1080,3.82,0.509,46.1,6.11,,7.89,1.3,0.511
3,b,Fish Meat Eggs,515,5.6,0.46,9.8,2,1.3,7.7,1.5748,0.62
1,d,Milk and dairy products,1695,42,29.4,4.9,4.1,,3.4,0.127,0.05
0,e,Fat and sauces,2977,80,70.5,0.4,0.4,0,0.6,3,1.181102362
1,e,Sugary snacks,2218,27.9,16.2,63.8,35.3,,5.4,0.36,0.141732283
5,e,Sugary snacks,2231,31.1,17.3,57.2,26.3,,5.3,0.6,0.236220472
2,a,Fruits and vegetables,268,0.1,0,15,14,2.5,0.3,0,0
1,d,Fat and sauces,445,0.1,0,24.6,19.9,,0.9,2.66,1.047244094
8,e,Sugary snacks,1453,1.1,1.1,79,50,0,4.3,1.4224,0.56
0,c,Beverages,182,0,0,10,9.7,,0.6,0.01,0.003937008
0,d,Fat and sauces,3105,82,52,0.5,0.5,0,0.7,0,0
2,a,Fruits and vegetables,280,0.1,0,15,14,2,0.3,0,0
7,d,Fat and sauces,2741,72.3,5.6,2.2,1.8,0.2,1.3,1.2,0.472440945
1,e,Sugary snacks,2246,37,23,34,28,,11,0.03,0.011811024
0,a,fruits-and-vegetables,228,0.4,0.1,8.3,2.6,,2.6,0.08,0.031496063
8,d,Sugary snacks,1617,10,6,69,52,2,3,0.127,0.05
7,d,Fat and sauces,1482,36.4,3.2,7.2,3.1,0.1,0.7,2.286,0.9
2,e,unknown,1978,50,22,2,1.2,,6.6,1.5,0.590551181
0,a,Fruits and vegetables,65,0,0,1,0.5,,1.9,0.86,0.338582677
0,c,Milk and dairy products,367,6,4.5,4.5,3,0,4,0.127,0.05
0,d,Fish Meat Eggs,825,11,3.2,1.6,2,0,23,15.72,6.188976378
0,d,Fish Meat Eggs,1014,7.3,3.8,0.6,0,0,21.4,1.2192,0.48
0,d,Milk and dairy products,1061,25.1,16,2.8,2.8,0,5,1.1176,0.44
1,e,Fish Meat Eggs,2027,40,15,4.2,4.1,0,28,5.588,2.2
2,e,Fish Meat Eggs,1200,27,10.1,0.8,0.7,0.1,11,2.0828,0.82
1,d,Fat and sauces,1465,34.6,5.1,6,1.9,1.9,4,1.8,0.708661417
1,c,Fat and sauces,1287,29.1,5,8.7,5.8,3.8,1.9,1.5,0.590551181
0,a,Cereals and potatoes,1537,4.6,1.2,64,3,3,15,0.1,0.039370079
2,c,Sugary snacks,1904,33,21,48.8,0.5,10,6,0.1,0.039370079
0,b,Fruits and vegetables,1825,22.8,4,42.3,27.4,6,12.6,0.762,0.3
0,e,unknown,2067,19,12,72,35,1.5,7.5,1,0.393700787
6,e,Beverages,128,0.1,0,7.6,7.6,0,0,0.0254,0.01
0,c,Cereals and potatoes,1577,4,0.4,72.7,6.1,3.8,10.8,1.39,0.547244094
0,a,Fruits and vegetables,309,0.5,0.1,10.9,3.6,4.4,4.1,0.66,0.25984252
0,a,Fruits and vegetables,233,0.4,0.1,8.5,3.1,3.5,2.7,0.6096,0.24
4,e,Fish Meat Eggs,1386,30,11,1,0.8,,15,2.2987,0.905
1,a,Fruits and vegetables,43,0,0,1.1,0.5,,0.7,0.86,0.338582677
1,e,Sugary snacks,2333,39.5,18,40,37,,7.5,0.02,0.007874016
1,e,Sugary snacks,2205,35.8,16.6,40.3,36.4,,9.6,0.05,0.019685039
0,d,Fat and sauces,3700,100,12,0,0,,0,0,0
3,d,Sugary snacks,1370,2,0.7,71,39,,3.4,0.48,0.188976378
3,b,Cereals and potatoes,1144,3.5,0.4,50,6,3.5,8,1.1684,0.46
,a,Milk and dairy products,197,1.55,1,4.8,4.8,0,3.5,0.127,0.05
0,b,Milk and dairy products,271,3.6,2.3,4.7,4.7,0,3.4,0.127,0.05
0,a,Milk and dairy products,145,0.1,0.1,4.9,4.9,,3.5,0.13,0.051181102
0,b,Milk and dairy products,192,1.5,1,4.8,4.8,0,3.2,0.11,0.043307087
1,d,Milk and dairy products,1566,29,19.4,0,0,1.3,28.4,0.7112,0.28
0,d,Milk and dairy products,1662,32,19,0,0,0,28,0.7112,0.28
0,a,Cereals and potatoes,1586,3.2,0.8,77.5,0.8,5,8.6,1.27,0.5
2,d,Fish Meat Eggs,963,15,5,1,1,0,23,5.588,2.2
1,b,Milk and dairy products,309,1,0.7,12.5,12.5,,3.5,0.13,0.051181102
1,d,Sugary snacks,2240,31.6,6,55.5,52.8,3.4,5.9,0.1778,0.07
4,e,Sugary snacks,2088,23.3,14.5,65,37.5,,6.6,0.62,0.244094488
3,e,unknown,1351,30,11,2.7,1.7,,12,1.8,0.708661417
0,a,Cereals and potatoes,1482,1.5,0.4,69,2.5,,13,0.01,0.003937008
3,a,Cereals and potatoes,1162,5.5,0.6,45,6,4,9.5,1.2192,0.48
4,c,Cereals and potatoes,1602,1.1,0.5,82.4,8.6,,7.9,1.37,0.539370079
3,c,Milk and dairy products,694,5.9,3.6,24.5,20.2,0,3.2,0.08,0.031496063
0,d,Composite foods,985,11.8,3.1,26.8,4.1,,5.3,1.45,0.570866142
3,e,Fish Meat Eggs,2155,48,18,4.2,3.2,0,18.1,4.826,1.9
6,d,Cereals and potatoes,1662,5.2,3.8,73.7,26.6,,10.8,1.04,0.409448819
4,e,Beverages,205,0.2,0,11.6,11.6,0.2,0.2,0.0762,0.03
1,e,Sugary snacks,2266,34,16,47,44,,9,0,0
8,d,Fat and sauces,2741,72.3,5.6,2.2,1.8,0.2,1.3,1.27,0.5
0,e,Beverages,219,0.1,0.1,12,12,,0.4,0.03,0.011811024
0,b,Milk and dairy products,388,2.9,1.7,12.8,12.2,0,3.7,0.1016,0.04
2,d,Sugary snacks,1047,0.2,0.02,60,47,1.4,0.5,0,0
1,d,Sugary snacks,2311,41,25,32,27,12.7,8.7,0.01,0.003937008
5,c,Fish Meat Eggs,478,2.6,0.6,14.4,2.4,0.3,7.9,1.6002,0.63
1,d,Fish Meat Eggs,1031,15,6,1,0.5,,27,5.59,2.200787402
3,c,Fat and sauces,209,0.2,0,11.3,5.2,0.9,0.9,2.286,0.9
8,b,Composite foods,901,7.8,1.1,23.5,2.7,2.5,11.4,1.3208,0.52
2,c,Composite foods,140,0.8,0.6,5.6,2.3,0.5,0.9,0.762,0.3
3,e,unknown,2270,31,25,54,37,5,7.5,0.22606,0.089
3,c,Fat and sauces,253,0,0,13.3,8,1.33,1.33,2.37,0.933
0,b,fruits-and-vegetables,329,4.8,0,6.4,2.5,,1.4,0.05,0.019685039
0,a,Fruits and vegetables,110,0,0,4.5,4,2,1,1,0.393700787
1,d,Cereals and potatoes,1649,8.6,4.3,64,2.4,2.5,13.1,4.064,1.6
3,c,Cereals and potatoes,1637,2.7,1,80.4,32.7,5.1,7.6,0.508,0.2
2,d,Salty snacks,2225,31,2.8,60.5,7,1.7,2.1,1.905,0.75
0,d,Milk and dairy products,1210,23,16.2,0.1,0,,21,1.524,0.6
6,d,Fat and sauces,1414,32,3.1,12.7,9.1,0.2,0.8,2.032,0.8
6,e,Fat and sauces,1847,41.3,3.2,17,14.5,0.3,1.1,2.032,0.8
0,d,Milk and dairy products,1100,21,15,0,0,0,19,1.397,0.55
1,e,unknown,1245,26.3,10.6,1.5,0.5,0.4,14.3,1.69926,0.669
2,b,Fruits and vegetables,153,1.5,1.1,4.6,2.3,1.3,0.5,0.58,0.228346457
1,b,Milk and dairy products,309,1,0.7,12.5,12.5,0,3.5,0.127,0.05
3,b,Fish Meat Eggs,515,5.6,0.5,9.8,2,1.3,7.7,1.5748,0.62
1,d,Salty snacks,2387,37,3.6,52,1.6,5,5.5,1.7526,0.69
1,d,Salty snacks,2427,31,3.6,55,40,9.1,16,0.013,0.00511811
10,d,Fat and sauces,1185,27.1,2.5,9.4,4.7,,1.2,1.778,0.7
0,c,Fruits and vegetables,159,2.5,0.5,2.5,2.5,,0.7,0.846582,0.3333
10,a,Composite foods,965,6.9,0.9,27.6,3.3,2.5,13,1.3208,0.52
0,d,Salty snacks,1851,11.8,1.5,75,2.1,2.1,7.2,2.286,0.9
1,d,Sugary snacks,2356,42,26,34,28,11,8,0.1,0.039370079
2,e,unknown,2203,30,19,58,17,2,5.5,0.725,0.285433071
1,e,unknown,2071,22,7.5,65,40,3,7.5,0.65278,0.257
0,c,Beverages,1279,10,0,64,0,0,11,0,0
3,e,Sugary snacks,2143,25,15,65.7,29.2,0.9,5.7,0.4826,0.19
2,e,Sugary snacks,2118,33,23,46,40,8,3,0.03175,0.0125
2,d,Sugary snacks,1986,25,2,50,47,3,11,0.001016,0.0004
2,d,Sugary snacks,1943,24.3,2,49,46,3,11,0.001058164,0.0004166
2,d,Sugary snacks,1534,11,1,60,53,2.8,5,0.719582,0.2833
0,a,fruits-and-vegetables,191,0.9,0.1,7,4,2.1,1.3,0.105664,0.0416
0,a,fruits-and-vegetables,349,0.4,0.2,11.3,2.8,5,6,0.0052832,0.00208
0,a,Fruits and vegetables,51,0.3,0.1,0.7,0.09,1.3,1.6,0.127,0.05
0,a,Fruits and vegetables,47,0.3,0.1,0.3,0.2,1.7,1,0.211582,0.0833
0,a,Fruits and vegetables,70,0.3,0.1,1.1,1.1,1,1.9,0.3175,0.125
0,a,Fruits and vegetables,68,0.2,0.1,1.9,1,1.4,1,0.105664,0.0416
2,e,unknown,1317,28,12,4.5,1.5,0,12,1.38,0.543307087
4,e,unknown,2250,33,17,51,6.5,1.5,8.5,1.7018,0.67
0,a,fruits-and-vegetables,193,0.3,0.1,6,3.3,3.6,3.1,0.05503164,0.021666
0,a,fruits-and-vegetables,173,0.1,0,7.9,5.6,1.8,1.2,0.0084582,0.00333
,e,unknown,2201,27.8,16.5,61.9,40.4,2.7,5.8,0.3,0.118110236
0,a,fruits-and-vegetables,133,0.2,0.1,4.6,3.5,2.1,1.7,0.0105664,0.00416
0,c,Beverages,184.7,0.1,0,10,10,0.1,0.6,0.0105664,0.00416
2,a,Beverages,181,1.7,0.3,3.7,3,0.3,3.1,0.105664,0.0416
3,b,Beverages,340,1.9,0.4,11.8,11,0.6,3.8,0.1,0.039370079
2,a,Beverages,274,1.6,0.2,9.2,8.9,0.3,3.3,0.15,0.059055118
0,a,Beverages,134,1.7,0.3,1,0.7,0.2,3.1,0.1,0.039370079
0,c,Fish Meat Eggs,892,14,3.5,0,0,0,22,1.016,0.4
1,e,unknown,1487,28,19,1,1,0.5,25.5,1.4,0.551181102
1,e,unknown,1594,32.1,21.6,1,1,0.5,22.9,1.8,0.708661417
,d,Fat and sauces,1034,25.8,1.9,3.9,0.7,0.5,0.5,2.01,0.791338583
2,d,Cereals and potatoes,1920,17,9.5,66,21,5.5,7.5,0.5842,0.23
0,e,unknown,2232,27.3,19.5,65.5,25.2,1.9,5.5,0.475,0.187007874
3,b,Composite foods,690,8.5,3.5,15,0.5,2.5,6,0.7366,0.29
5,c,Beverages,3,0.2,0,0.2,0.1,0,0,0.038,0.01496063
0,c,Salty snacks,2598,54.8,4.3,5.5,4.6,9,23.8,0.01016,0.004
0,b,Milk and dairy products,195,1.6,1,4.8,4.8,0,3.2,0.125,0.049212598
0,a,Cereals and potatoes,1552,5,1.3,64,2.6,3,15,0.12,0.047244094
0,a,Cereals and potatoes,1161,0.4,0.1,27.3,0.7,32.8,24.7,0.03302,0.013
,e,Sugary snacks,2069,23,15,63,32,,7,0.43,0.169291339
1,d,Sugary snacks,3.23,19.4,12.9,67.7,25.8,3.23,6.45,0.451,0.177
1,e,unknown,2064,29.1,20,53.9,27.4,0.6,3.9,0.68,0.267716535
,e,unknown,2247,56,15.2,2.1,0.4,0.1,8.2,1.3,0.511811024
1,e,Sugary snacks,2328,33.7,19.8,55.3,55.3,0,8.3,0.3048,0.12
1,e,Sugary snacks,2083,24.8,11.6,62.3,55.2,3.3,4.6,0.127,0.05
1,e,Sugary snacks,2083,24.8,11.6,62.3,55.2,3.3,4.6,0.127,0.05
1,e,Sugary snacks,2083,24.8,11.6,62.3,55.2,3.3,4.6,0.127,0.05
4,e,Sugary snacks,2004,17.7,11.2,74.5,72.9,1.6,4.1,0.1,0.039370079
1,e,Sugary snacks,2301,33.8,19.8,53.8,53.8,0,8.1,0.28,0.11023622
5,b,Milk and dairy products,375,2.9,1.9,11.2,10.8,0.9,4.1,0.189992,0.0748
3,e,Beverages,199,0,0,11.4,10.7,0,0.06,0.01,0.003937008
0,d,Sugary snacks,2314,50,30,21,21,12,9,0.01778,0.007
2,c,Cereals and potatoes,1880,17.8,4.1,62.3,25.6,7.1,8.2,0.05,0.019685039
0,c,Beverages,870,15.5,0,2.64,0,0,11.87,0,0
0,a,Fish Meat Eggs,821,12.9,2.2,0.2,0,,20,0.09,0.035433071
1,e,Sugary snacks,2187,38.1,19.8,37.3,31.1,,9.2,0.13,0.051181102
0,e,unknown,1372,31.8,22.4,1.5,1.3,,9.6,1.6,0.62992126
,e,unknown,2432,39.4,6.8,50.6,22.2,,6.7,0.8,0.31496063
8,e,unknown,1880,16.8,10,66.8,41.2,3.2,5.7,0.249936,0.0984
0,d,Sugary snacks,541,28.8,17,62.7,40.5,2.1,7.9,0.24384,0.096
0,e,Sugary snacks,1809,20.1,10.7,59,36.4,1,4.8,1.6002,0.63
3,e,unknown,1431,8.7,5,53.3,33.1,0,9,1.1,0.433070866
3,d,Sugary snacks,1531,0.21,0,88.01,79.31,2.59,0.39,0.0100076,0.00394
5,e,unknown,1720,14.6,9.2,65.6,43.1,,3.9,0.09,0.035433071
3,e,unknown,2194,26.8,13.3,67.2,44.1,,3.7,0.2,0.078740157
1,a,Fruits and vegetables,96.9,0,0,3.85,2.31,3.08,2.31,1.48,0.585
5,e,unknown,1880,16,13,69,25,,6,0.1905,0.075
5,d,Sugary snacks,1680,3.1,1.3,93.4,93.4,,0,0.25,0.098425197
2,d,Sugary snacks,1642,0.2,0.08,98,84,,0.1,0.02032,0.008
0,a,Cereals and potatoes,1500,8,1.5,60,1.1,9,11,0,0
3,d,Sugary snacks,1425,5.5,3.4,68.4,57,,0.8,0.2,0.078740157
0,b,Fish Meat Eggs,527,3.1,1,7,0,,17.2,1,0.393700787
3,d,Salty snacks,2100,24,3.5,64,3.5,1.7,7,2.0066,0.79
6,d,Salty snacks,2253,32,3.8,55,5.1,2.2,6.4,2.2,0.866141732
,c,Salty snacks,2130,27,3,56,2.5,5,8.5,1.62,0.637795276
0,c,Salty snacks,2256,34,2.7,52,0.3,4.4,6.1,1.3,0.511811024
1,c,Salty snacks,2204,32,2.7,52,1.8,4.2,6.1,1.3,0.511811024
4,c,Salty snacks,1729,9.2,1.1,73,8,5.1,6.4,1.9,0.748031496
12,e,unknown,1281,18,9,28,23,,12,2,0.787401575
3,c,Salty snacks,2232,32,2.8,52,3.1,4.2,6.2,1.3,0.511811024
2,c,Salty snacks,2124,26,2.4,63,5.5,3.9,4.4,1.6,0.62992126
0,b,Salty snacks,2080,24,1.8,62,0.8,5,7,0.762,0.3
4,d,Salty snacks,2117,26,2.5,58,3.8,3.1,7.2,1.7,0.669291339
9,e,unknown,1440,23,12.5,20,2,,14,2.3,0.905511811
5,e,unknown,1739,10.9,6.9,71.3,32.8,,5.7,0.29972,0.118
0,a,Cereals and potatoes,1555,3,1,70,2.5,,13,0.0508,0.02
0,d,Cereals and potatoes,2670,54,15,16,7.5,5.5,21,0.8,0.31496063
2,c,Composite foods,995,13,3.5,15,1,2.5,14,1.5,0.590551181
,e,unknown,1676,40,15.5,1.5,1.5,,10,1.79,0.704724409
8,e,unknown,1954,27,15,50,25,,5,0.86106,0.339
2,e,unknown,1940,20.5,9.3,64.5,43.1,,4.5,0.75,0.295275591
5,e,Salty snacks,2300,36,17.7,40,11.9,,10,1.75,0.688976378
0,e,unknown,1215,26,10.2,1.1,0.5,0,13.8,1.5,0.590551181
6,e,unknown,1735,17.8,8.7,58,21.8,1.3,4.7,0.8636,0.34
8,d,Sugary snacks,1656,7,0.8,76.3,37.2,2.5,5.3,0.6,0.236220472
9,c,Sugary snacks,1611,7,0.9,73.8,37.8,3,5.3,0.508,0.2
3,e,Sugary snacks,2215,28.8,15.3,62.2,24.3,,5,0.7,0.275590551
4,e,Sugary snacks,2255,30.1,14.9,61.4,29.4,1.7,4.9,0.762,0.3
1,e,unknown,2240,32.9,23,54,37.8,2.2,5.1,0.254,0.1
1,e,Sugary snacks,2231,31,15.2,58,22.2,2.1,4.8,0.63754,0.251
1,e,unknown,2154,28,17,55,50,8,7,0.0254,0.01
7,e,unknown,2599,66.88,5.21,5.93,4.33,0.38,1.24,1.778,0.7
,e,unknown,2062,22,16,64,31.5,,8,0.43,0.169291339
2,e,unknown,2050,25.4,17.6,37.8,2.5,4.3,25.5,2.71,1.066929134
0,e,unknown,3017,81,49,0.6,0.6,0,0.6,1.4,0.551181102
1,e,unknown,1979,28,18,49,30,1,6,0.8636,0.34
11,d,Composite foods,1206,15.5,9.8,26.5,6,1.5,10,1.55,0.61023622
5,a,Fruits and vegetables,626,5,0.6,22.5,0.5,2,2.5,0.635,0.25
1,e,unknown,1848,20,6,57,41,2.5,2.7,1,0.393700787
0,e,unknown,1458,30.5,11.3,4.7,1.9,,14.7,1.99,0.783464567
0,e,unknown,1779,15,9,66,40,,5.5,1,0.393700787
2,e,unknown,1807,18,11,60,28,,6.2,1.2,0.472440945
2,e,unknown,1744,15,9.1,64,33,,5.3,1.1,0.433070866
8,d,Composite foods,1185,15.5,6.2,25,10,2,10,1.15,0.452755906
0,e,unknown,1990,49.9,20.2,1.9,1.9,,6.7,1.24,0.488188976
0,e,unknown,2325,41.4,18.7,50,39.8,6.7,5.2,0,0
5,e,unknown,1708,15,5,62,33,,5,1.2,0.472440945
3,e,unknown,1580,9.9,5.4,65,29,,6.4,2.5,0.984251969
6,e,unknown,1860,15,7.5,71,31,1.4,5.1,0.508,0.2
7,d,Composite foods,1102,13.5,7.3,26.5,10.5,2,8,1.15,0.452755906
0,e,unknown,2342,58,25.4,4.2,1.91,,7.3,1.34,0.527559055
4,e,unknown,1160,24,9.5,1,0.9,,15,1.8,0.708661417
3,e,unknown,1160,24,9.5,1,0.9,,15,1.8,0.708661417
1,a,Composite foods,416,1.5,0.2,18,1,2.5,2,0.55,0.216535433
7,c,Composite foods,1026,11,5,27,5.6,3,8,1.25,0.492125984
3,e,unknown,1815,18.4,1.6,60.8,29.3,0.9,5.5,2.032,0.8
2,e,unknown,2028,23,13,60.5,33.3,,7,0.43,0.169291339
7,e,unknown,1701,27.2,14,28.2,27.5,,10.3,0.199898,0.0787
0,b,Cereals and potatoes,1641,3,0.6,80.6,0.9,,7.8,0.3,0.118110236
0,e,Sugary snacks,1894,14,7.5,74.1,34.4,,5.7,0.47,0.18503937
9,e,Cereals and potatoes,1989,18.3,11.1,72,7.9,,4.6,1.23,0.484251969
8,e,Cereals and potatoes,1986,18.8,11.2,69.6,8.1,,5.2,1.26,0.496062992
2,d,Sugary snacks,1910,12.8,6.8,77.4,32.7,2.2,6.1,0.5588,0.22
2,e,Sugary snacks,1910,12.8,6.8,77.4,32.7,,6.1,0.546,0.21496063
3,d,Fat and sauces,1240,26,2,15,10,,0.7,1.7,0.669291339
2,c,Sugary snacks,1298,0.1,0.1,61.8,42.2,15.3,7.1,0.3048,0.12
1,d,Fat and sauces,3700,100,45,0,0,0,0,0,0
,d,Sugary snacks,1455,4.5,3.5,76,38,1,4,0.35,0.137795276
1,e,unknown,1823,27.8,6.7,14.7,3.9,,32,6.4,2.519685039
2,e,Sugary snacks,2020,18,8.5,74,28,,5.5,0.9,0.354330709
1,e,Sugary snacks,1749,11.7,4.2,71.9,56.4,1.4,5.5,0.254,0.1
1,c,Composite foods,88,0,0,1.5,0.5,2.5,1,1.5,0.590551181
0,e,unknown,1368,17.8,4.1,18.2,8.8,,23.6,5.0038,1.97
1,e,unknown,1692,39.6,18.9,4.6,2.5,0,8.7,1.21,0.476377953
0,e,unknown,1180,22,11.51,1,0.5,,20,3.5,1.377952756
,e,unknown,1831,16.2,13.1,66.7,31.2,2.3,4.7,0.4,0.157480315
,e,Sugary snacks,2139,27.1,13.3,60.7,34.6,,4.5,0.74,0.291338583
0,d,Salty snacks,2095,28,2.6,53,0.6,,6,1.2,0.472440945
1,e,unknown,2200,30,4,57,57,,6,0.1778,0.07
5,d,Fat and sauces,710,0.2,0,40.7,34.4,0,0.4,1.3462,0.53
3,c,Fish Meat Eggs,239,0.9,0.3,0,0,,12,2.1,0.826771654
1,a,Fish Meat Eggs,328,0,0,0,0,,18,0.79,0.311023622
2,b,Fish Meat Eggs,335,0.7,0.1,4.7,0,0,13.5,1.15,0.452755906
,e,unknown,2367,37,24,52,49,,70,0.2,0.078740157
5,e,Sugary snacks,2143,32.2,13,53.4,46.4,2.3,1.5,0.4,0.157480315
5,d,Fish Meat Eggs,756,14,4.8,4,0.5,0,10,2.75,1.082677165
6,d,Fat and sauces,436,6.4,0.6,9.9,6.6,,1.6,2.8,1.102362205
4,d,Fat and sauces,338,0.1,0.01,18.4,14.7,,1.8,3.7,1.456692913
0,d,Salty snacks,2152,27.7,3.5,63.1,2.7,,3.2,1.2,0.472440945
,e,unknown,2377,37,22,51,51,,7.4,0.2,0.078740157
7,e,Sugary snacks,2096,23,12,67,33,1.5,5.5,1.53,0.602362205
1,e,unknown,1707,14.7,8.9,63.7,44.7,,3.2,0,0
0,c,Cereals and potatoes,1697,6.8,1.5,69.1,2.8,4.9,13.6,2.1,0.826771654
2,e,unknown,2359,36,20,51,34,3,8,0.15,0.059055118
0,d,Cereals and potatoes,1731,7.2,3.2,74.1,5.7,,11.1,1.6,0.62992126
1,d,Milk and dairy products,1441,27,19.2,0,0,,26,1.35,0.531496063
1,d,Milk and dairy products,1535,30,18.3,0,0,,25,2,0.787401575
0,d,Milk and dairy products,1535,30,18.3,0,0,,25,2,0.787401575
4,d,Milk and dairy products,1535,30,18.3,0,0,,25,1.99898,0.787
0,d,Milk and dairy products,1603,30,19,0,0,,29,1,0.393700787
0,e,unknown,2422,65,35,0.5,0.5,,0.5,1,0.393700787
8,d,Sugary snacks,1645,2,2,92,69,0.2,0,0.0762,0.03
1,e,unknown,3012,58.5,27.4,44.9,43.9,3.5,3.3,0.4826,0.19
0,a,Composite foods,748,7,1.5,16.9,3,3.8,10,1.1,0.433070866
0,e,unknown,2238,34,13,58,56,,3.7,0.06,0.023622047
1,d,Milk and dairy products,1598,32.4,22.8,0,0,,22.8,1.8,0.708661417
0,e,unknown,3693,99.8,64.9,0,0,,0,0,0
0,e,unknown,902,17,11.3,10.5,2,,3.6,1.9,0.748031496
3,d,Fat and sauces,1100,26,4.5,9,6,,0.7,1.2,0.472440945
0,c,Fruits and vegetables,63,0.5,0.5,1,0.5,,1.6,2.3,0.905511811
0,e,unknown,2157,33.9,19.5,45.3,33.1,1.5,7.1,0.3,0.118110236
0,e,unknown,2494,44,10,38,35,5.2,10,0.254,0.1
0,c,Beverages,17,0,0,0.5,0.5,,0.5,0,0
1,c,Beverages,17,0,0,0.5,0.5,,0.5,0,0
1,e,unknown,2462,42,27,47,46,2.6,6.2,0.254,0.1
4,c,Fat and sauces,2222,60,15,0.5,0.5,,0.5,0.41,0.161417323
4,d,Fat and sauces,2222,60,15,0.5,0.5,,0.5,1.4,0.551181102
5,d,Fat and sauces,2200,60,15,0.5,0.5,0,0.5,1.4224,0.56
4,c,Fat and sauces,2222,60,15,0.5,0.5,,0.5,0.41,0.161417323
6,c,Fat and sauces,1500,39,15,1.5,0.5,0.5,0.5,0.5334,0.21
,e,Fat and sauces,2800,73,7,2.5,1,,1.5,1.6,0.62992126
3,e,Fat and sauces,2800,73,7,2.5,1,,1.5,1.6002,0.63
3,e,Fat and sauces,2800,73,7,2.5,1,,1.5,1.6002,0.63
3,e,Fat and sauces,2800,73,7,2.5,1,,1.5,1.6002,0.63
4,c,Fat and sauces,360,4,1,65,9,3,14,5.08,2
3,e,Fat and sauces,2800,73,7,2.5,1,,1.5,1.6002,0.63
3,e,Fat and sauces,2800,73,7,2.5,1,,1.5,1.6002,0.63
5,e,Fat and sauces,2800,73,7,2.5,1,0,1.5,1.27,0.5
6,c,Fat and sauces,1852,50,11,0.5,0,,0,0.32,0.125984252
3,d,Fat and sauces,1300,31,11,4,2.5,0.2,2,0.9906,0.39
6,e,unknown,2130,26.2,9.1,56,56,0,12,0.57,0.224409449
,d,Milk and dairy products,268,15,10,29,25,,4,0.14,0.05511811
6,e,Milk and dairy products,1200,15,12,31,30,0.5,3.5,0.127,0.05
11,e,Milk and dairy products,1400,18,13,37,35,1.5,3.5,0.127,0.05
2,d,Fat and sauces,1700,41,5,7,6,,1.5,1.9,0.748031496
7,d,Milk and dairy products,1100,14,9,29,26,,4,0.16002,0.063
0,c,Fruits and vegetables,130,0.2,0,7,6,,0.7,3.6068,1.42
5,d,Milk and dairy products,837,8.4,5.7,28,26,,2.9,0.11,0.043307087
5,d,Milk and dairy products,890,11,7,25,22,,3,0.16002,0.063
2,d,Fat and sauces,770,14,1.5,15,11,,0.8,1.6,0.62992126
