additives_n,nutrition_grade_fr,pnns_groups_1,energy_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g
5,b,Composite foods,292,2.3,1.1,6.6,0.2,,5,0.9,0.354330709
4,b,Composite foods,634,8.7,3,7.8,0.8,,8.6,1,0.393700787
8,b,Composite foods,358,3.8,1.3,6.7,1.1,,5.5,0.8,0.31496063
7,c,Composite foods,427,4.5,2.8,10,0.3,0.8,5,1.016,0.4
0,a,Cereals and potatoes,1548,2,0.35,72,3.7,3.6,13,0.0130048,0.00512
0,a,Cereals and potatoes,1524,2.2,0.4,76,0.9,4.1,7.2,0.1,0.039370079
0,a,Cereals and potatoes,1567,2,0.4,73,3,3.4,13.2,0.1,0.039370079
0,a,Cereals and potatoes,1567,2,0.4,73,3,3.4,13.2,0.100076,0.0394
0,a,Cereals and potatoes,1497,1.5,0.3,72,3,2.7,11.5,0.0180086,0.00709
0,d,Fat and sauces,700,9,0.6,18,11,,2.5,1.99898,0.787
,c,Fat and sauces,276,3.1,0.4,7,5.5,1.9,1.4,1,0.393700787
0,c,Fat and sauces,318,3.1,1.2,6.3,4.6,,5.1,1.30048,0.512
0,c,Fat and sauces,295,2.4,0.9,7.1,5.1,0,4.6,1.16,0.456692913
3,b,unknown,771,8.1,0.7,22,3.2,2.6,4.5,0.87122,0.343
0,a,Cereals and potatoes,1490,0.8,0.4,77,0.1,0.4,8.7,0.0100076,0.00394
0,a,Cereals and potatoes,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
2,d,Fat and sauces,1282,26,3.4,15,6.1,3,3.4,2.2,0.866141732
3,d,Fat and sauces,1480,31.9,4.9,11.6,7,2.9,4.7,2.29,0.901574803
0,a,Cereals and potatoes,1490,0.8,0.4,77,0.1,0.4,8.7,0.01,0.003937008
0,a,Fat and sauces,106,0.2,0.07,4.4,4.1,1,0.9,0.3,0.118110236
0,c,Cereals and potatoes,1524,1.8,0.5,77.3,0.7,2,7.5,1.63,0.641732283
0,a,Composite foods,1528,2.2,0.3,76.2,0.4,1.7,8.1,0.06,0.023622047
2,d,Fat and sauces,1513,34,5.3,10,3.6,1.9,4.1,2.5,0.984251969
0,b,unknown,1454,0.7,0.2,77,0,,7,0,0
0,a,Cereals and potatoes,1576,4.2,0.6,73,0.4,1.5,9.8,0.4,0.157480315
0,a,Cereals and potatoes,1510,1.9,0.8,71.8,3.5,3,11.5,0.013,0.00511811
0,a,Cereals and potatoes,1510,1.9,0.8,71.8,3.5,3,11.5,0.013,0.00511811
0,c,Fat and sauces,272,2.6,0.3,8,6.4,1.7,1.6,1.06,0.417322835
0,a,Cereals and potatoes,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,c,Fat and sauces,385,4,1.2,7.5,5.8,,5.8,1.5,0.590551181
1,c,Fat and sauces,526,5.5,0.7,15,8.1,2.7,2.7,2.8,1.102362205
1,b,Cereals and potatoes,1547,4,1.13,67,2,3.4,13,1.3,0.511811024
0,a,Cereals and potatoes,1510,1.9,0.8,71.8,3.5,3,11.5,0.01,0.003937008
0,a,Cereals and potatoes,1548,2,0.3,72,3.7,3.6,13,0.013,0.00511811
2,a,Cereals and potatoes,569,1.5,0.4,24.4,0.4,2.3,4.7,0.87,0.342519685
0,a,Cereals and potatoes,1527,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,a,Cereals and potatoes,1479,4.3,0.5,61,1.9,9,12.4,0.02,0.007874016
1,d,Fat and sauces,1521,34,3.8,11,3.6,0.6,3.6,3,1.181102362
1,d,Fat and sauces,1418,30,3.5,11,3.1,1.9,5.1,3,1.181102362
0,a,Fat and sauces,109,0.2,0,3.8,3.8,1,1.7,0.38,0.149606299
0,a,Cereals and potatoes,1508,2.3,0.5,70,0.3,3.6,12,0.07,0.027559055
7,c,Cereals and potatoes,346,3.71,1.85,10.4,0.676,0.794,1.53,0.835,0.329
0,a,Cereals and potatoes,1502,1.4,0.2,78,0.4,1.8,7.6,0.05,0.019685039
0,c,Fat and sauces,385,4,1.2,7.5,5.8,,5.8,1.5,0.590551181
0,d,Fat and sauces,411,4.9,1.2,7.2,5.6,,5.7,1.9,0.748031496
0,a,Cereals and potatoes,1505,1.5,0.3,72,3,2.7,12,0.02,0.007874016
0,a,Cereals and potatoes,1505,1.5,0.3,72,3,2.7,12,0.02,0.007874016
0,a,Cereals and potatoes,1586,5,0.7,73,0.4,1.1,9,0.1,0.039370079
6,c,Composite foods,608,4,0.8,20,2,,6.7,1.4,0.551181102
0,c,Fish Meat Eggs,330,0.8,0.4,0,0,,18,28,11.02362205
0,c,Fish Meat Eggs,330,0.8,0.4,0,0,,18,18,7.086614173
7,b,Composite foods,650,10,3.8,7.4,1.8,3.3,7.5,1.016,0.4
0,d,Fish Meat Eggs,773,11.7,2.8,0.1,0.1,,21,2.9972,1.18
0,d,Fish Meat Eggs,773,11.7,2.8,0.1,0.1,,21,3,1.181102362
0,d,Fish Meat Eggs,164,9.8,1.6,0,0,,19,3,1.181102362
3,d,Fish Meat Eggs,887,15,3.8,0,0,,20,3.2,1.25984252
3,b,unknown,480,11,1.2,1,0.7,0.6,3,0.127,0.05
0,d,Fish Meat Eggs,749,10,2.2,0.6,0,,21,3,1.181102362
0,d,Fish Meat Eggs,466,2.3,0.5,0,0,,23,3.2,1.25984252
0,d,Milk and dairy products,1100,21,15,0,0,,19,1.4,0.551181102
0,d,Milk and dairy products,1191,23,16,0.5,0.5,,20,1.3,0.511811024
1,d,Milk and dairy products,1259,25,17,0.001,0.0005,0,20,1.4,0.551181102
0,d,Fish Meat Eggs,1029,20,12,6,1,,11,1.2,0.472440945
8,d,Fish Meat Eggs,1168,25,10,2.3,1.8,,12,1.52,0.598425197
0,c,Composite foods,1565,8.9,1.2,54,2.9,7.8,15,1.50114,0.591
0,a,Cereals and potatoes,1481,3.9,0.5,60,4.3,12,13,0.03,0.011811024
0,a,Cereals and potatoes,1480,0.5,0,78,0,1.5,7,0.00762,0.003
0,a,Cereals and potatoes,1485,0.6,0.1,78,0.3,1.4,7.4,0.01,0.003937008
0,a,Cereals and potatoes,1485,0.6,0.1,78,0.3,1.4,7.4,0.01,0.003937008
0,a,Cereals and potatoes,1485,0.6,0.1,78,0.3,1.4,7.4,0.01,0.003937008
0,a,Cereals and potatoes,1485,0.6,0.1,78,0.3,1.4,7.4,0.01,0.003937008
0,a,Cereals and potatoes,1485,0.6,0.1,78,0.3,1.4,7.4,0.0254,0.01
0,a,Cereals and potatoes,1485,0.6,0.1,78,0,1.4,7.4,0,0
0,a,Fruits and vegetables,1399,1.2,0.2,50.4,1,11.2,24,0.06096,0.024
,a,Fruits and vegetables,1664,1.78,0.2,60.2,1.77,20.58,24.1,0.005334,0.0021
0,a,Cereals and potatoes,1318,0.9,0.2,45,2.1,15.2,23.4,0.04,0.015748031
0,a,Fruits and vegetables,1313,1.9,0.2,48.8,1.2,8.9,24.3,0.03048,0.012
0,c,Composite foods,1369,2,0,45.6,3.3,15.7,13.2,2.16916,0.854
0,a,Cereals and potatoes,1489,6.1,0.7,57,4.9,7,14,0.01,0.003937008
0,a,Composite foods,411,1.9,0.2,11,0.9,4.1,7.1,0.9,0.354330709
0,a,Composite foods,369,0.9,0.6,12.4,1.1,3.7,6.6,0.51,0.200787402
0,a,Cereals and potatoes,1435,2.4,0.16,58.2,1.9,25.5,22.1,0.0381,0.015
0,a,Cereals and potatoes,1388,5.4,0.5,46.9,2.6,10.7,21.3,0.09906,0.039
0,a,Fruits and vegetables,1339,1.2,0.2,50.4,1,11.2,24,0.06096,0.024
0,a,Fruits and vegetables,1292,1.1,0.2,37,2,23,25.8,0.02,0.007874016
1,a,Composite foods,375,2.1,0.24,8.5,1.5,2.9,7.6,0.617,0.242913386
0,a,Cereals and potatoes,1130,1.2,0.3,41.4,2.4,18.1,21.1,0.0381,0.015
0,a,Cereals and potatoes,1318,0.9,0.2,45,2.1,17.4,23.4,0.04,0.015748031
0,a,Cereals and potatoes,241,1.2,0.3,41.4,2.4,18.1,21.1,0.0381,0.015
,b,unknown,341,6,4,3.5,3,,3.5,0.1,0.039370079
0,a,Cereals and potatoes,337,1.4,0.15,61.3,3.37,15.7,22.1,0.03048,0.012
0,c,Fish Meat Eggs,652,10.2,4.5,2.5,1.9,,13,1.1,0.433070866
,b,unknown,760,7.9,0.7,14,1.6,1.1,13,1.1,0.433070866
0,b,unknown,454,3.6,0.6,12,11,1,6.4,0.40005,0.1575
0,b,unknown,756,1.5,0.4,33,0.7,3,6.8,1.4,0.551181102
0,b,unknown,56,1.3,0.4,11,4.6,0.1,0.1,0.1016,0.04
1,b,unknown,657,0.5,0.2,33,0,2.4,3.4,1,0.393700787
,b,unknown,1335,6.6,0.6,54.7,5.6,2.7,8.2,1.3,0.511811024
0,b,unknown,17,0,0,0.5,0.5,0,0.5,0,0
3,b,unknown,785,18,1.5,3,2.5,1.1,3.5,0.18,0.070866142
3,a,Fruits and vegetables,229,0.3,0.05,12.6,10.1,2.1,0.2,0.0254,0.01
2,a,Fruits and vegetables,220,0.2,0.04,12.2,11,1.97,0.3,0.0254,0.01
3,a,Fruits and vegetables,227,0.3,0.06,11.4,11.2,1.9,0.4,0.0254,0.01
1,b,unknown,790,14,1.1,15,1,1,0.6,0.150114,0.0591
,b,unknown,785,18,1.5,3,2.5,1.1,3.5,0.18,0.070866142
1,b,unknown,102,0.2,0.2,4.8,2.6,1.1,0.7,0.254,0.1
1,b,unknown,1000,0.5,0.1,100,0.5,0.5,0.5,0.0127,0.005
3,b,unknown,785,18,1.5,3,2.5,1.1,3.5,0.18,0.070866142
0,b,unknown,710,8.3,2.6,3.7,1.7,0,19,0.9,0.354330709
0,b,unknown,612,4.4,2.2,23,1,0,2.3,0.1,0.039370079
0,b,unknown,605,4,2,23,1,,2.5,0.2,0.078740157
0,c,Milk and dairy products,408,3.5,2.1,13,9.3,0.4,3.2,0.2032,0.08
3,a,Fruits and vegetables,258,0.7,0.03,12.3,8.2,1.6,0.6,0.01,0.003937008
2,b,unknown,92,0.3,0.09,2.1,2.1,1.2,2.1,0.635,0.25
2,b,unknown,705,6,0.5,23,4.1,2.2,4.4,0.7,0.275590551
5,b,Composite foods,339,2.3,0.4,12.2,2,0.5,2.5,0.34798,0.137
4,a,Composite foods,289,2.1,0.54,9.5,2.29,0.88,2.3,0.36068,0.142
0,b,unknown,715,6,0.7,24.5,5,1.5,3.8,0.5588,0.22
,b,unknown,514,3.2,0.7,19.8,0.5,,2.1,0.08,0.031496063
0,b,unknown,219,1.2,0.2,5.1,2.2,,3.2,0.49,0.192913386
1,b,unknown,568,4.1,0.5,19.9,0.5,,2.4,0.45,0.177165354
0,b,unknown,149,0.9,0.2,3.8,2.3,,1.7,0.5,0.196850394
5,a,Composite foods,323,2.2,0.4,11.1,3.3,1.45,2.4,0.37084,0.146
3,b,unknown,740,17.2,1.9,3,2.6,,3.1,0.1,0.039370079
0,b,unknown,564,7.8,0.9,2.6,2,,13.1,0.95,0.374015748
0,b,unknown,682,1.3,0.3,30.2,0.4,2.5,5.9,1.4986,0.59
,b,unknown,191,0.5,0.1,11.2,0.7,,0.5,0.01,0.003937008
,b,unknown,499.15,8,5.36,4.23,4.23,,7.72,0.09,0.035433071
1,b,unknown,89,0.4,0.1,2.9,2.9,0.9,1,0.381,0.15
0,b,unknown,209,0,0,12,12,0.5,0.5,0,0
9,b,unknown,1304,7.3,1.4,51.2,1,3,8.2,1.2954,0.51
9,b,unknown,1351,7,0.8,54,1.5,3,9.5,1.30048,0.512
1,b,unknown,5,0,0,0,0,0,0,0.008,0.003149606
,b,unknown,176,0.1,0,10,9.7,0.1,0.1,0.03,0.0118
3,b,unknown,849,7.4,2.3,23.7,3.4,2.2,9.2,1.3,0.511811024
3,b,unknown,480,11,1.2,1,0.7,0.6,3,0.127,0.05
0,b,unknown,176,0,0,10.5,10.5,0,0,0,0
2,b,unknown,196,0,0,11.2,10,0,0.3,0,0
2,d,Cereals and potatoes,1875,16,5.2,64,30,5.6,8.1,0.33,0.12992126
8,d,Sugary snacks,1555,4.9,2.3,78,32,1.5,5.6,0.2,0.078740157
8,d,Sugary snacks,1550,5,2.3,78,45,1.5,5.6,0.2,0.078740157
2,d,Sugary snacks,1966,19.7,4.2,65,35,2.9,7.6,0.1,0.039370079
3,b,unknown,109,0,0,6.3,6.1,0,0.1,0.050038,0.0197
2,c,Cereals and potatoes,1605,2.7,1,76,7.8,2.4,11,1.67999918,0.661417
2,c,Cereals and potatoes,1605,2.6,1,76,11,2.3,12,1.38,0.543307087
0,c,Cereals and potatoes,1640,3.3,1,75.5,9.1,5.6,11.5,1.651,0.65
2,c,Cereals and potatoes,1605,2.7,1,76,7.8,2.4,11,1.68,0.661417323
3,b,unknown,121,0,0,7,7,0.3,0.2,0.007,0.002755906
2,b,unknown,0,0,0,98.3,0,0,0,0,0
1,b,unknown,224,0,0,12.8,11.5,0.4,0.2,0.025,0.00984252
1,b,unknown,106,0.3,0.25,6.1,5.25,0.3,0.1,0.004,0.00157
3,a,Fruits and vegetables,191,0.2,0.03,9.5,7.9,1.7,0.5,0.0254,0.01
2,b,unknown,665,4.2,0.5,24.2,5.1,2.5,4.6,0.7366,0.29
2,b,unknown,155,0,0,9.2,9.2,0,0.1,0.01,0.003937008
4,b,unknown,780,8,0.9,24.5,0.5,2,3,0.4572,0.18
0,b,unknown,1114,16,2.1,26,2.3,2.5,3.5,0.6,0.236220472
0,b,unknown,1027,10,1.2,33.5,0.2,3.5,3.5,0.5,0.196850394
0,b,unknown,553,8,1.9,9.4,1,,5.7,0.4,0.157480315
6,b,unknown,378,6.8,0.3,4.2,3.8,4.3,1.2,1.07,0.421259843
5,b,unknown,7,0,0,0.2,0.2,0,0.1,0.0508,0.02
2,b,unknown,941,6.5,1.8,34.6,13.2,1.7,5.8,0.56,0.220472441
4,b,unknown,417,2.6,1.6,12,10.9,0.2,6.8,0.1016,0.04
0,b,unknown,283,0.1,0,15.7,14.8,1.6,0.1,0.0254,0.01
4,b,unknown,702,6.2,0.7,24.6,0.5,1.7,2.4,0.46,0.181102362
2,b,unknown,0,0,0,98.3,0,0,0,0.1,0.039370079
2,b,unknown,820,6.3,2,26,4.4,2.2,7.5,1.15,0.452755906
1,b,unknown,876,6.1,2.5,28.4,4.8,2.4,8.7,0.95,0.374015748
9,b,unknown,312,0.6,0.1,15,11.8,1.4,0.8,0.03,0.011811024
1,b,unknown,242,0.5,0.1,12.6,11.2,1.3,0.6,0.03,0.011811024
1,b,unknown,249,0.5,0.1,12.8,11.3,2.1,0.5,0.03,0.011811024
1,b,unknown,237,0.5,0.1,12.2,10.2,1.5,0.5,0.03,0.011811024
1,b,unknown,590,4.5,0.7,21.7,0.5,2.6,2,1,0.393700787
,b,unknown,226,0.5,0.1,13,13,,0.5,0.03,0.011811024
0,b,unknown,193,1.55,1,4.8,4.8,,3.2,0.13,0.051181102
2,b,unknown,744,11.7,3.8,2,0.42,2.8,15,1.016,0.4
3,b,unknown,555,12,1.5,3.4,1.2,,3.1,0.05,0.019685039
3,b,unknown,555,12,1.5,3.4,1.2,,3.1,0.05,0.019685039
0,b,unknown,947,7.2,3.1,31,0.6,3.5,7.4,1.1,0.433070866
2,b,unknown,513,2,0.3,21,2,1.8,4,1,0.393700787
9,b,unknown,1399,8,0.9,54.2,1.3,3,9.3,1.3,0.511811024
0,b,unknown,164,0.3,0.1,7.5,5.5,2.8,1.5,0.508,0.2
1,b,unknown,1975,20.7,2.1,57.3,17.7,7.1,10.5,0.1,0.039370079
,b,unknown,151,1,0.7,5.5,1.1,1.3,0.6,0.23,0.090551181
0,c,Beverages,17,0,0,0.5,0.5,,0.5,0,0
4,b,unknown,431,5.6,2,5.1,0.7,2.5,6.9,1.17,0.460629921
0,c,Beverages,17,0,0,0.5,0.5,,0.5,0,0
0,c,Beverages,17,0,0,0.5,0.5,,0.5,0,0
7,e,Sugary snacks,2041,20.5,14.5,68.1,25.6,,6.4,1.03,0.405511811
0,e,Composite foods,1468,33.5,24.03,3.6,0.5,,9.9,1.28016,0.504
4,b,unknown,251,0.6,0.4,13,13,0.3,0.3,0.0762,0.03
2,e,Sugary snacks,1620,14,9.5,63,63,0,1.8,0.8,0.31496063
,b,unknown,167,0,0,10,9.3,,0,0.01,0.003937008
,b,unknown,650,0.5,0.2,32.6,0,2.4,3.4,1.016,0.4
1,e,Sugary snacks,2390,39,17.5,44,42,3,9.3,0.2794,0.11
1,e,Sugary snacks,2395,39.5,17.5,44.5,41.5,6.1,6.9,0.00999998,0.003937
1,e,Sugary snacks,2210,29.5,17.5,58.5,57.5,1.8,6.6,0.4318,0.17
1,e,Sugary snacks,2220,29.5,17.5,58.5,58,1.8,6.4,0.43,0.169291339
1,e,Sugary snacks,2325,36.5,14.5,48,46,2,8.6,0.3556,0.14
1,e,Sugary snacks,2315,36,15,49,47,2,8.4,0.3556,0.14
1,e,Sugary snacks,2315,36,15,49,47,2,8.4,0.3556,0.14
1,e,Sugary snacks,2125,25,15,63,50.5,1.8,6.5,0.78,0.307086614
1,e,Sugary snacks,2120,25,15,62.5,50,1.8,6.7,0.7874,0.31
2,d,Sugary snacks,1020,0.1,0,59,59,1,0.3,0,0
2,d,Sugary snacks,1020,0.1,0,59,59,0.8,0.4,0,0
1,d,Sugary snacks,1030,0.2,0,59,59,1,0.7,0,0
1,d,Sugary snacks,1023,0.1,0,59,59,1.2,0.4,0,0
1,d,Sugary snacks,1024,0.1,0,59,59,1.1,0.5,0,0
1,d,Sugary snacks,1024,0.1,0,59,59,1.3,0.4,0,0
1,c,Sugary snacks,1000,0.2,0,57,57,3.4,0.7,0,0
1,c,Sugary snacks,1024,0.1,0,59,59,1.5,0.3,0,0
1,d,Sugary snacks,1025,0.1,0,59,59,1.4,0.4,0,0
1,d,Sugary snacks,1024,0.1,0,59,59,1.3,0.4,0,0
1,c,Sugary snacks,1007,0,0,58,58,1.8,0.4,0,0
1,c,Sugary snacks,1016,0.1,0,58,58,1.8,0.5,0,0
1,d,Sugary snacks,1025,0.1,0,59,59,1,0.6,0,0
1,d,Sugary snacks,1030,0.2,0,59,59,1,0.7,0,0
1,d,Sugary snacks,1018,0.1,0,59,59,1,0.2,0,0
1,d,Sugary snacks,1004,0,0,59,59,1,0.4,0,0
1,d,Sugary snacks,1013,0.1,0,59,59,1,0.8,0,0
0,b,Fruits and vegetables,457,0.2,0,25,25,1.4,0.8,0,0
0,a,Fruits and vegetables,439,0.2,0,24,24,1.7,0.6,0,0
0,a,Fruits and vegetables,436,0.1,0,24,24,2,0.5,0,0
1,c,Sugary snacks,1015,0.1,0,58,58,1.9,0.6,0,0
,c,Sugary snacks,1008,0.1,0,57,57,3.1,0.6,0,0
1,c,Sugary snacks,708,0.2,0,40,40,1.1,0.7,0,0
1,c,Sugary snacks,719,0.2,0,41,39,1,0.4,0.1016,0.04
1,c,Sugary snacks,699,0.1,0,40,40,1.1,0.4,0,0
2,c,Sugary snacks,698,0.1,0,40,40,1.1,0.3,0,0
1,c,Sugary snacks,702,0.1,0,40,40,1.4,0.4,0,0
1,a,Fruits and vegetables,323,0.3,0,17,17,2,0.4,0.1016,0.04
0,c,Sugary snacks,1039,0.5,0.1,58,51,1.7,0.9,0.0100076,0.00394
1,a,Fruits and vegetables,319,0.2,0,17,16,2,0.4,0.1016,0.04
1,d,Sugary snacks,1029,0.2,0,59,59,1.3,0.5,0,0
3,c,Sugary snacks,698,0.1,0,40,40,1.2,0.3,0,0
,b,unknown,427,2.6,1.6,14.4,13.4,,4.8,0.1,0.039370079
0,b,unknown,444,7.6,5,3.9,3.9,,5.7,0.13,0.051181102
,a,Fruits and vegetables,491,0.3,0,27,27,1.8,0.4,0,0
1,a,Fruits and vegetables,318,0.2,0,17,17,2,0.3,0.1016,0.04
1,d,Sugary snacks,1027,0.1,0,59,59,1,0.7,0,0
1,d,Sugary snacks,1024,0.1,0,59,59,1.1,0.5,0,0
1,a,Fruits and vegetables,362,0.1,0,20,20,1.7,0.3,0,0
2,e,Sugary snacks,2146,26,15,63,26,,6,0.8001,0.315
1,c,Sugary snacks,674,0.1,0,37,37,3.7,0.7,0,0
1,c,Sugary snacks,701,0.1,0,40,40,1.5,0.3,0,0
1,a,Fruits and vegetables,319,0.2,0,17,17,2,0.4,0.1016,0.04
1,d,Sugary snacks,1017,0.1,0,59,59,0.6,0.3,0,0
1,a,Fruits and vegetables,316,0.2,0,17,17,2,0.2,0.1016,0.04
1,a,Fruits and vegetables,401,0.2,0,22,22,2,0.2,0.1016,0.04
1,a,Fruits and vegetables,318,0.2,0,17,17,2,0.3,0.1016,0.04
1,a,Fruits and vegetables,551,0.4,0,30,25,2,0.6,0.1016,0.04
1,a,Fruits and vegetables,319,0.4,0,16,16,3,0.5,0.1016,0.04
1,a,Fruits and vegetables,316,0.2,0,17,17,2,0.2,0.1016,0.04
1,d,Sugary snacks,1023,0.1,0,59,59,1.2,0.4,0,0
1,a,Fruits and vegetables,369,0.2,0,20,20,1.8,0.4,0,0
1,a,Fruits and vegetables,369,0.2,0,20,20,2,0.3,0,0
1,a,Fruits and vegetables,362,0.1,0,20,20,1.7,0.3,0,0
1,a,Fruits and vegetables,316,0.2,0,17,17,2,0.2,0.1016,0.04
2,b,unknown,1058,1.4,0.4,51,2.5,2.5,7,1.35,0.531496063
2,d,Sugary snacks,1431,3.5,2.1,73,54,0,3.3,0.3,0.118110236
6,b,unknown,891,5,1,32.8,2.3,3,7.3,1.65,0.649606299
1,a,Fruits and vegetables,199,0.2,0,10,10,2,0.3,0.00508,0.002
1,a,Fruits and vegetables,217,0.2,0,11,11,2,0.4,0.00508,0.002
0,c,Beverages,209,0.1,0,11,11,0.8,0.7,0,0
0,d,Beverages,220,0.1,0,12,12,0.5,0.7,0,0
0,c,Beverages,200,0.2,0.1,11,10,0.5,0.1,0.1016,0.04
1,c,Beverages,209,0.5,0,11,9,0.5,0.1,0.1016,0.04
0,d,Beverages,223,0,0,13,13,0.5,0.1,0,0
0,c,Beverages,201,0.1,0,11,9,0.4,0.6,0.0254,0.01
1,c,Beverages,209,0.1,0,12,12,0.5,0.1,0,0
0,d,Beverages,222,0.1,0,12,12,0.5,0.6,0,0
0,c,Beverages,207,0.1,0,11,10,0.5,0.7,0,0
0,a,Fruits and vegetables,280,0.3,0,15,15,0.6,0.5,0,0
1,d,Sugary snacks,1011,0.1,0,58,58,0.5,0.5,0,0
1,b,unknown,591,3.7,2.9,23.4,0.2,2.1,2.3,0.0762,0.03
1,a,Fruits and vegetables,265,0.2,0,14,14,2,0.2,0,0
1,c,Sugary snacks,719,0.2,0,41,39,1,0.4,0.1016,0.04
1,c,Sugary snacks,716,0.1,0,41,39,1,0.4,0.1016,0.04
1,c,Sugary snacks,717,0.5,0,39,37,2,0.7,0.1016,0.04
1,a,Fruits and vegetables,316,0.2,0,17,17,2,0.2,0.1016,0.04
1,c,Sugary snacks,683,0,0,39,39,1.8,0.3,0,0
1,a,Fruits and vegetables,199,0.2,0,10,10,2,0.3,0.1016,0.04
1,a,Fruits and vegetables,199,0.2,0,10,10,2,0.3,0.1016,0.04
1,a,Fruits and vegetables,202,0.2,0,10,10,2.4,0.3,0,0
1,a,Fruits and vegetables,266,0.2,0,14,14,1.9,0.3,0,0
1,c,Milk and dairy products,466,4.1,2.6,16,16,0.4,2.3,0.08,0.031496063
0,c,Milk and dairy products,458,4.9,3.2,14,13,0,2.8,0.1,0.039370079
,c,Milk and dairy products,458,4.9,3.2,14,13,0,2.8,0.1,0.039370079
1,b,unknown,554,4,2.2,21,0.2,1.6,2.1,0.1016,0.04
1,d,Milk and dairy products,757,9.3,5.1,20,20,0,4.3,0.11,0.043307087
1,c,Sugary snacks,693,0.2,0,39,39,2,0.4,0,0
1,c,Sugary snacks,1016,0.1,0,58,58,1.8,0.5,0,0
1,d,Sugary snacks,1024,0.1,0,59,59,1.3,0.4,0,0
1,a,Fruits and vegetables,316,0.1,0,17,17,2,0.4,0.1016,0.04
2,b,unknown,506,7.3,0.8,7.3,0.5,0.5,6.4,0.91,0.358267717
3,d,Sugary snacks,931,12,7.5,25,22,1,2.5,0.14,0.05511811
3,d,Milk and dairy products,1106,17,11,23,17,0.4,4.1,0.19,0.07480315
4,d,Sugary snacks,1393,0.1,0.1,77,60,,4.7,0,0
0,c,Beverages,201,0.1,0,11,9,0.4,0.6,0.0254,0.01
7,e,Sugary snacks,2305,34,17,55,53,,5.2,0.381,0.15
1,e,Sugary snacks,2473,44,26,40,34,,5.1,0.089916,0.0354
2,e,Sugary snacks,2318,35,16,53,52,,5.6,0.109982,0.0433
2,e,Sugary snacks,2361,38,18,48,47,,6,0.119888,0.0472
3,e,Sugary snacks,2366,38,23,50,45,,4.2,0.15,0.059055118
6,e,Sugary snacks,2275,36,19,51,47,,5.6,0.130048,0.0512
8,e,Sugary snacks,2386,38,20,51,49,,5.4,0.15,0.059055118
1,e,Sugary snacks,2368,37,22,51,51,,6.5,0.199898,0.0787
1,e,Sugary snacks,2799,57,33,33,33,,4.4,0.15,0.059055118
1,e,Sugary snacks,2767,57,33,33,32,,4.3,0.13,0.051181102
2,e,Sugary snacks,2270,38,22,38,32,,7.7,0.04,0.015748031
1,e,Sugary snacks,2238,34,15,49,48,,6,0.07,0.027559055
1,e,Sugary snacks,2770,57,33,33,33,,4.4,0.15,0.059055118
6,e,Sugary snacks,2251,31,18,58,53,,5.5,0.249936,0.0984
1,e,Sugary snacks,2522,47,32,42,39,,4,0.08,0.031496063
0,e,Sugary snacks,2531,45,31,45,44,,5.2,0.2,0.078740157
1,e,Sugary snacks,2157,31,19,49,48,,5.5,0.105664,0.0416
1,e,Sugary snacks,2387,37,23,51,50,0,6.4,0.2794,0.11
1,e,Sugary snacks,2182,31,18,51,49,,5.2,0.09,0.035433071
,e,Sugary snacks,2182,31,18,51,49,,5.2,0.09,0.035433071
0,e,Sugary snacks,2364,42,25,36,33,,6.5,0.03,0.011811024
0,e,Sugary snacks,2350,41,25,38,35,,6.1,0.03,0.011811024
1,e,Sugary snacks,2271,35,17,47,45,,6,0.09,0.035433071
1,e,Sugary snacks,2276,32,19,56,55,,7,0.25,0.098425197
1,e,Sugary snacks,2158,28,17,57,52,,7,0.89,0.350393701
1,e,Sugary snacks,2205,37,22,34,31,,8.5,0.100076,0.0394
2,e,Sugary snacks,2399,38,23,52,52,,5.5,0.22,0.086614173
1,e,Sugary snacks,2161,31,18,50,48,,5,0.09,0.035433071
0,e,Sugary snacks,2228,34,20,47,44,,5.8,0.089916,0.0354
1,e,Sugary snacks,2269,33,15,53,53,,6.8,0.14,0.05511811
2,e,Sugary snacks,2335,34,17,58,56,,4,0.15,0.059055118
1,e,Sugary snacks,2243,30,17,60,53,,5.5,0.16,0.062992126
3,e,Sugary snacks,2222,33,18,49,45,,6.1,0.070104,0.0276
1,e,Sugary snacks,2157,31,19,49,48,,5.5,0.1,0.039370079
1,e,Sugary snacks,2309,33,19,50,50,,4.9,0.08,0.031496063
1,e,Sugary snacks,2247,35,21,46,44,,5.6,0.09,0.035433071
1,e,Sugary snacks,2121,28,17,55,54,,4.6,0.37084,0.146
0,e,Sugary snacks,2210,46,28,19,14,,11,0.08001,0.0315
0,e,Sugary snacks,2350,41,24,34,29,,9.5,0.100076,0.0394
1,e,Sugary snacks,2242,35,17,44,42,,7.2,0.08,0.031496063
1,e,Sugary snacks,2202,32,19,51,49,,5,0.089916,0.0354
3,e,Sugary snacks,2159,31,17,49,46,,5.8,0.1,0.039370079
1,e,Sugary snacks,2209,32,19,51,49,,5.1,0.381,0.15
0,e,Sugary snacks,2350,41,24,34,29,,9.5,0.100076,0.0394
0,e,Sugary snacks,2210,46,28,19,14,,11,0.08,0.031496063
